S,Word,Wor/Phr,Type,British phonetics,5916,LV,700,1334,800,260,412,20465
427,happy,W,adj,ˈhæpi,5916,A1,,,,,,20465
428,hard,W,adj,hɑːd,5916,A1,,,,,,20465
429,hat,W,n,hæt,5916,A1,,,,,,20465
430,hate,W,v,heɪt,5916,A1,,,,,,20465
431,head,W,n,hɛd,5916,A1,,,,,,20465
432,health,W,n,hɛlθ,5916,A1,,,,,,20465
433,healthy,W,adj,ˈhɛlθi,5916,A1,,,,,,20465
434,hear,W,v,hɪə,5916,A1,,,,,,20465
435,hello,W,n,hɛˈləʊ,5916,A1,,,,,,20465
436,help,W,n,hɛlp,5916,A1,,,,,,20465
437,help,W,v,hɛlp,5916,A1,,,,,,20465
438,hobby,W,n,ˈhɒbi,5916,A1,,,,,,20465
439,holiday,W,n,ˈhɒlədeɪ,5916,A1,,,,,,20465
440,home,W,n,həʊm,5916,A1,,,,,,20465
441,homework,W,n,ˈhəʊmˌwɜːk,5916,A1,,,,,,20465
442,hope,W,v,həʊp,5916,A1,,,,,,20465
443,horse,W,n,hɔːs,5916,A1,,,,,,20465
444,hospital,W,n,ˈhɒspɪtl,5916,A1,,,,,,20465
445,hot,W,adj,hɒt,5916,A1,,,,,,20465
446,hotel,W,n,həʊˈtɛl,5916,A1,,,,,,20465
447,hour,W,n,ˈaʊə,5916,A1,,,,,,20465
448,house,W,n,haʊs / haʊs,5916,A1,,,,,,20465
449,hungry,W,adj,ˈhʌŋgri,5916,A1,,,,,,20465
450,husband,W,n,ˈhʌzbənd,5916,A1,,,,,,20465
451,ice,W,n,aɪs,5916,A1,,,,,,20465
452,imagine,W,v,ɪˈmæʤɪn,5916,A1,,,,,,20465
453,interest,W,v,ˈɪntrɪst,5916,A1,,,,,,20465
454,internet,W,n,ˈɪntəˌnɛt,5916,A1,,,,,,20465
455,island,W,n,ˈaɪlənd,5916,A1,,,,,,20465
456,jacket,W,n,ˈʤækɪt,5916,A1,,,,,,20465
457,jeans,W,n,ʤiːnz,5916,A1,,,,,,20465
458,job,W,n,ʤɒb,5916,A1,,,,,,20465
459,join,W,v,ʤɔɪn,5916,A1,,,,,,20465
460,journey,W,n,ˈʤɜːni,5916,A1,,,,,,20465
461,juice,W,n,ʤuːs,5916,A1,,,,,,20465
462,keep,W,v,kiːp,5916,A1,,,,,,20465
463,kitchen,W,n,ˈkɪʧɪn,5916,A1,,,,,,20465
464,know,W,v,nəʊ,5916,A1,,,,,,20465
465,land,W,n,lænd,5916,A1,,,,,,20465
466,late,W,adj,leɪt,5916,A1,,,,,,20465
467,laugh,W,n,lɑːf,5916,A1,,,,,,20465
468,laugh,W,v,lɑːf,5916,A1,,,,,,20465
469,leave,W,v,liːv,5916,A1,,,,,,20465
470,left,W,adj,lɛft,5916,A1,,,,,,20465
471,left,W,n,lɛft,5916,A1,,,,,,20465
472,leg,W,n,lɛg,5916,A1,,,,,,20465
473,lesson,W,n,ˈlɛsn,5916,A1,,,,,,20465
474,let,W,v,lɛt,5916,A1,,,,,,20465
475,letter,W,n,ˈlɛtə,5916,A1,,,,,,20465
476,library,W,n,ˈlaɪbrəri,5916,A1,,,,,,20465
477,lie,W,v,laɪ,5916,A1,,,,,,20465
478,life,W,n,laɪf,5916,A1,,,,,,20465
479,light,W,adj,laɪt,5916,A1,,,,,,20465
480,light,W,n,laɪt,5916,A1,,,,,,20465
481,like,W,v,laɪk,5916,A1,,,,,,20465
482,lion,W,n,ˈlaɪən,5916,A1,,,,,,20465
483,listen,W,v,ˈlɪsn,5916,A1,,,,,,20465
484,little,W,adj,ˈlɪtl,5916,A1,,,,,,20465
485,live,W,v,lɪv / laɪv,5916,A1,,,,,,20465
486,long,W,adj,lɒŋ,5916,A1,,,,,,20465
487,lose,W,v,luːz,5916,A1,,,,,,20465
488,love,W,n,lʌv,5916,A1,,,,,,20465
489,love,W,v,lʌv,5916,A1,,,,,,20465
490,lunch,W,n,lʌnʧ,5916,A1,,,,,,20465
491,machine,W,n,məˈʃiːn,5916,A1,,,,,,20465
492,magazine,W,n,ˌmægəˈziːn,5916,A1,,,,,,20465
493,man,W,n,mæn / mən,5916,A1,,,,,,20465
494,map,W,n,mæp,5916,A1,,,,,,20465
495,March,W,n,mɑːʧ,5916,A1,,,,,,20465
496,market,W,n,ˈmɑːkɪt,5916,A1,,,,,,20465
497,married,W,adj,ˈmærɪd,5916,A1,,,,,,20465
498,match,W,n,mæʧ,5916,A1,,,,,,20465
499,match,W,v,mæʧ,5916,A1,,,,,,20465
500,meal,W,n,miːl,5916,A1,,,,,,20465
501,mean,W,v,miːn,5916,A1,,,,,,20465
502,meat,W,n,miːt,5916,A1,,,,,,20465
503,meet,W,v,miːt,5916,A1,,,,,,20465
504,meeting,W,n,ˈmiːtɪŋ,5916,A1,,,,,,20465
505,menu,W,n,ˈmɛnjuː,5916,A1,,,,,,20465
506,message,W,n,ˈmɛsɪʤ,5916,A1,,,,,,20465
507,midnight,W,n,ˈmɪdnaɪt,5916,A1,,,,,,20465
508,milk,W,n,mɪlk,5916,A1,,,,,,20465
509,minute,W,n,ˈmɪnɪt / maɪˈnjuːt,5916,A1,,,,,,20465
510,miss,W,v,mɪs,5916,A1,,,,,,20465
511,mistake,W,n,mɪsˈteɪk,5916,A1,,,,,,20465
512,money,W,n,ˈmʌni,5916,A1,,,,,,20465
513,month,W,n,mʌnθ,5916,A1,,,,,,20465
514,morning,W,n,ˈmɔːnɪŋ,5916,A1,,,,,,20465
515,mother,W,n,ˈmʌðə,5916,A1,,,,,,20465
516,mountain,W,n,ˈmaʊntɪn,5916,A1,,,,,,20465
517,mouse,W,n,maʊs / maʊz,5916,A1,,,,,,20465
518,mouth,W,n,maʊθ / maʊð,5916,A1,,,,,,20465
519,movie,W,n,ˈmuːvi,5916,A1,,,,,,20465
520,mum,W,n,mʌm,5916,A1,,,,,,20465
521,museum,W,n,mju(ː)ˈzɪəm,5916,A1,,,,,,20465
522,music,W,n,ˈmjuːzɪk,5916,A1,,,,,,20465
523,name,W,n,neɪm,5916,A1,,,,,,20465
524,name,W,v,neɪm,5916,A1,,,,,,20465
525,near,W,adj,nɪə,5916,A1,,,,,,20465
526,news,W,n,njuːz,5916,A1,,,,,,20465
527,newspaper,W,n,ˈnjuːzˌpeɪpə,5916,A1,,,,,,20465
528,nice,W,adj,naɪs,5916,A1,,,,,,20465
529,night,W,n,naɪt,5916,A1,,,,,,20465
530,north,W,n,nɔːθ,5916,A1,,,,,,20465
531,nose,W,n,nəʊz,5916,A1,,,,,,20465
532,nurse,W,n,nɜːs,5916,A1,,,,,,20465
533,office,W,n,ˈɒfɪs,5916,A1,,,,,,20465
534,old,W,adj,əʊld,5916,A1,,,,,,20465
535,onion,W,n,ˈʌnjən,5916,A1,,,,,,20465
536,only,W,adj,ˈəʊnli,5916,A1,,,,,,20465
537,open,W,adj,ˈəʊpən,5916,A1,,,,,,20465
538,open,W,v,ˈəʊpən,5916,A1,,,,,,20465
539,opinion,W,n,əˈpɪnjən,5916,A1,,,,,,20465
540,opposite,W,adj,ˈɒpəzɪt,5916,A1,,,,,,20465
541,orange,W,adj,ˈɒrɪnʤ,5916,A1,,,,,,20465
542,orange,W,n,ˈɒrɪnʤ,5916,A1,,,,,,20465
543,page,W,n,peɪʤ,5916,A1,,,,,,20465
544,paint,W,n,peɪnt,5916,A1,,,,,,20465
545,paint,W,v,peɪnt,5916,A1,,,,,,20465
546,painting,W,n,ˈpeɪntɪŋ,5916,A1,,,,,,20465
547,pair,W,n,peə,5916,A1,,,,,,20465
548,paper,W,n,ˈpeɪpə,5916,A1,,,,,,20465
549,paragraph,W,n,ˈpærəgrɑːf,5916,A1,,,,,,20465
550,parent,W,n,ˈpeərənt,5916,A1,,,,,,20465
551,park,W,n,pɑːk,5916,A1,,,,,,20465
552,park,W,v,pɑːk,5916,A1,,,,,,20465
553,partner,W,n,ˈpɑːtnə,5916,A1,,,,,,20465
554,party,W,n,ˈpɑːti,5916,A1,,,,,,20465
555,passport,W,n,ˈpɑːspɔːt,5916,A1,,,,,,20465
556,past,W,adj,pɑːst,5916,A1,,,,,,20465
557,past,W,n,pɑːst,5916,A1,,,,,,20465
558,pay,W,v,peɪ,5916,A1,,,,,,20465
559,pen,W,n,pɛn,5916,A1,,,,,,20465
560,pencil,W,n,ˈpɛnsl,5916,A1,,,,,,20465
561,people,W,n,ˈpiːpl,5916,A1,,,,,,20465
562,pepper,W,n,ˈpɛpə,5916,A1,,,,,,20465
563,perfect,W,adj,ˈpɜːfɪkt / pəˈfɛkt,5916,A1,,,,,,20465
564,person,W,n,ˈpɜːsn,5916,A1,,,,,,20465
565,phone,W,n,fəʊn,5916,A1,,,,,,20465
566,phone,W,v,fəʊn,5916,A1,,,,,,20465
567,photo,W,n,ˈfəʊtəʊ,5916,A1,,,,,,20465
568,photograph,W,n,ˈfəʊtəgrɑːf,5916,A1,,,,,,20465
569,phrase,W,n,freɪz,5916,A1,,,,,,20465
570,piano,W,n,pɪˈænəʊ / ˈpjɑːnəʊ,5916,A1,,,,,,20465
571,piece,W,n,piːs,5916,A1,,,,,,20465
572,pig,W,n,pɪg,5916,A1,,,,,,20465
573,pink,W,adj,pɪŋk,5916,A1,,,,,,20465
574,pink,W,n,pɪŋk,5916,A1,,,,,,20465
575,place,W,n,pleɪs,5916,A1,,,,,,20465
576,plan,W,n,plæn,5916,A1,,,,,,20465
577,plan,W,v,plæn,5916,A1,,,,,,20465
578,plane,W,n,pleɪn,5916,A1,,,,,,20465
579,plant,W,n,plɑːnt,5916,A1,,,,,,20465
580,play,W,n,pleɪ,5916,A1,,,,,,20465
581,play,W,v,pleɪ,5916,A1,,,,,,20465
582,player,W,n,ˈpleɪə,5916,A1,,,,,,20465
583,police,W,n,pəˈliːs,5916,A1,,,,,,20465
584,policeman,W,n,pəˈliːsmən,5916,A1,,,,,,20465
585,pool,W,n,puːl,5916,A1,,,,,,20465
586,poor,W,adj,pʊə,5916,A1,,,,,,20465
587,post,W,n,pəʊst,5916,A1,,,,,,20465
588,post,W,v,pəʊst,5916,A1,,,,,,20465
589,potato,W,n,pəˈteɪtəʊ,5916,A1,,,,,,20465
590,pound,W,n,paʊnd,5916,A1,,,,,,20465
591,practise,W,v,ˈpræktɪs,5916,A1,,,,,,20465
592,prepare,W,v,prɪˈpeə,5916,A1,,,,,,20465
593,pretty,W,adj,ˈprɪti,5916,A1,,,,,,20465
594,price,W,n,praɪs,5916,A1,,,,,,20465
595,purple,W,adj,ˈpɜːpl,5916,A1,,,,,,20465
596,purple,W,n,ˈpɜːpl,5916,A1,,,,,,20465
597,put,W,v,pʊt,5916,A1,,,,,,20465
598,quarter,W,n,ˈkwɔːtə,5916,A1,,,,,,20465
599,quick,W,adj,kwɪk,5916,A1,,,,,,20465
600,quiet,W,adj,ˈkwaɪət,5916,A1,,,,,,20465
601,radio,W,n,ˈreɪdɪəʊ,5916,A1,,,,,,20465
602,rain,W,n,reɪn,5916,A1,,,,,,20465
603,rain,W,v,reɪn,5916,A1,,,,,,20465
604,reader,W,n,ˈriːdə,5916,A1,,,,,,20465
605,ready,W,adj,ˈrɛdi,5916,A1,,,,,,20465
606,red,W,adj,rɛd,5916,A1,,,,,,20465
607,relax,W,v,rɪˈlæks,5916,A1,,,,,,20465
608,remember,W,v,rɪˈmɛmbə,5916,A1,,,,,,20465
609,repeat,W,v,rɪˈpiːt,5916,A1,,,,,,20465
610,restaurant,W,n,ˈrɛstrɒnt / ˈrɛst(ə)ˌrɒŋ,5916,A1,,,,,,20465
611,return,W,n,rɪˈtɜːn,5916,A1,,,,,,20465
612,return,W,v,rɪˈtɜːn,5916,A1,,,,,,20465
613,rice,W,n,raɪs,5916,A1,,,,,,20465
614,rich,W,adj,rɪʧ,5916,A1,,,,,,20465
615,ride,W,v,raɪd,5916,A1,,,,,,20465
616,right,W,adj,raɪt,5916,A1,,,,,,20465
617,river,W,n,ˈrɪvə,5916,A1,,,,,,20465
618,road,W,n,rəʊd,5916,A1,,,,,,20465
619,room,W,n,ruːm,5916,A1,,,,,,20465
620,routine,W,n,ruːˈtiːn,5916,A1,,,,,,20465
621,run,W,v,rʌn,5916,A1,,,,,,20465
622,sad,W,adj,sæd,5916,A1,,,,,,20465
623,salad,W,n,ˈsæləd,5916,A1,,,,,,20465
624,salt,W,n,sɔːlt,5916,A1,,,,,,20465
625,sandwich,W,n,ˈsænwɪʤ,5916,A1,,,,,,20465
626,school,W,n,skuːl,5916,A1,,,,,,20465
627,scientist,W,n,ˈsaɪəntɪst,5916,A1,,,,,,20465
628,sea,W,n,siː,5916,A1,,,,,,20465
629,second,W,n,ˈsɛkənd,5916,A1,,,,,,20465
630,see,W,v,siː,5916,A1,,,,,,20465
631,sell,W,v,sɛl,5916,A1,,,,,,20465
632,send,W,v,sɛnd,5916,A1,,,,,,20465
633,sentence,W,n,ˈsɛntəns,5916,A1,,,,,,20465
634,sheep,W,n,ʃiːp,5916,A1,,,,,,20465
635,shirt,W,n,ʃɜːt,5916,A1,,,,,,20465
636,shoe,W,n,ʃuː,5916,A1,,,,,,20465
637,shop,W,n,ʃɒp,5916,A1,,,,,,20465
638,shop,W,v,ʃɒp,5916,A1,,,,,,20465
639,shopping,W,n,ˈʃɒpɪŋ,5916,A1,,,,,,20465
640,short,W,adj,ʃɔːt,5916,A1,,,,,,20465
641,show,W,n,ʃəʊ,5916,A1,,,,,,20465
642,shower,W,n,ˈʃaʊə / ˈʃəʊə,5916,A1,,,,,,20465
643,sick,W,adj,sɪk,5916,A1,,,,,,20465
644,sing,W,v,sɪŋ,5916,A1,,,,,,20465
645,singer,W,n,ˈsɪŋə,5916,A1,,,,,,20465
646,sister,W,n,ˈsɪstə,5916,A1,,,,,,20465
647,sit,W,v,sɪt,5916,A1,,,,,,20465
648,skirt,W,n,skɜːt,5916,A1,,,,,,20465
649,sleep,W,v,sliːp,5916,A1,,,,,,20465
650,slow,W,adj,sləʊ,5916,A1,,,,,,20465
651,snake,W,n,sneɪk,5916,A1,,,,,,20465
652,snow,W,n,snəʊ,5916,A1,,,,,,20465
653,snow,W,v,snəʊ,5916,A1,,,,,,20465
654,son,W,n,sʌn,5916,A1,,,,,,20465
655,song,W,n,sɒŋ,5916,A1,,,,,,20465
656,sorry,W,adj,ˈsɒri,5916,A1,,,,,,20465
657,sound,W,n,saʊnd,5916,A1,,,,,,20465
658,sound,W,v,saʊnd,5916,A1,,,,,,20465
659,soup,W,n,suːp,5916,A1,,,,,,20465
660,south,W,n,saʊθ,5916,A1,,,,,,20465
661,speak,W,v,spiːk,5916,A1,,,,,,20465
662,special,W,adj,ˈspɛʃəl,5916,A1,,,,,,20465
663,spell,W,v,spɛl,5916,A1,,,,,,20465
664,spelling,W,n,ˈspɛlɪŋ,5916,A1,,,,,,20465
665,spend,W,v,spɛnd,5916,A1,,,,,,20465
666,sport,W,n,spɔːt,5916,A1,,,,,,20465
667,spring,W,n,sprɪŋ,5916,A1,,,,,,20465
668,stand,W,v,stænd,5916,A1,,,,,,20465
669,star,W,n,stɑː,5916,A1,,,,,,20465
670,start,W,v,stɑːt,5916,A1,,,,,,20465
671,station,W,n,ˈsteɪʃən,5916,A1,,,,,,20465
672,stay,W,v,steɪ,5916,A1,,,,,,20465
673,stop,W,n,stɒp,5916,A1,,,,,,20465
674,stop,W,v,stɒp,5916,A1,,,,,,20465
675,street,W,n,striːt,5916,A1,,,,,,20465
676,strong,W,adj,strɒŋ,5916,A1,,,,,,20465
677,success,W,n,səkˈsɛs,5916,A1,,,,,,20465
678,sugar,W,n,ˈʃʊgə,5916,A1,,,,,,20465
679,summer,W,n,ˈsʌmə,5916,A1,,,,,,20465
680,sun,W,n,sʌn,5916,A1,,,,,,20465
681,supermarket,W,n,ˈsjuːpəˌmɑːkɪt,5916,A1,,,,,,20465
682,sure,W,adj,ʃʊə,5916,A1,,,,,,20465
683,sweater,W,n,ˈswɛtə,5916,A1,,,,,,20465
684,swim,W,v,swɪm,5916,A1,,,,,,20465
685,swimming,W,n,ˈswɪmɪŋ,5916,A1,,,,,,20465
686,table,W,n,ˈteɪbl,5916,A1,,,,,,20465
687,take,W,v,teɪk,5916,A1,,,,,,20465
688,tall,W,adj,tɔːl,5916,A1,,,,,,20465
689,taxi,W,n,ˈtæksi,5916,A1,,,,,,20465
690,tea,W,n,tiː,5916,A1,,,,,,20465
691,team,W,n,tiːm,5916,A1,,,,,,20465
692,teenager,W,n,ˈtiːnˌeɪʤə,5916,A1,,,,,,20465
693,telephone,W,n,ˈtɛlɪfəʊn,5916,A1,,,,,,20465
694,telephone,W,v,ˈtɛlɪfəʊn,5916,A1,,,,,,20465
695,television,W,n,ˈtɛlɪˌvɪʒən,5916,A1,,,,,,20465
696,tell,W,v,tɛl,5916,A1,,,,,,20465
697,tennis,W,n,ˈtɛnɪs,5916,A1,,,,,,20465
698,terrible,W,adj,ˈtɛrəbl,5916,A1,,,,,,20465
699,thank,W,v,θæŋk,5916,A1,,,,,,20465
700,thanks,W,n,θæŋks,5916,A1,,,,,,20465
701,think,W,v,θɪŋk,5916,A1,,,,,,20465
702,ticket,W,n,ˈtɪkɪt,5916,A1,,,,,,20465
703,tired,W,adj,ˈtaɪəd,5916,A1,,,,,,20465
704,toilet,W,n,ˈtɔɪlɪt,5916,A1,,,,,,20465
705,tomato,W,n,təˈmɑːtəʊ,5916,A1,,,,,,20465
706,tooth,W,n,tuːθ,5916,A1,,,,,,20465
707,tourist,W,n,ˈtʊərɪst,5916,A1,,,,,,20465
708,town,W,n,taʊn,5916,A1,,,,,,20465
709,traffic,W,n,ˈtræfɪk,5916,A1,,,,,,20465
710,train,W,n,treɪn,5916,A1,,,,,,20465
711,travel,W,n,ˈtrævl,5916,A1,,,,,,20465
712,travel,W,v,ˈtrævl,5916,A1,,,,,,20465
713,tree,W,n,triː,5916,A1,,,,,,20465
714,trip,W,n,trɪp,5916,A1,,,,,,20465
715,trousers,W,n,ˈtraʊzəz,5916,A1,,,,,,20465
716,T-shirt,W,n,ˈtiːʃɜːt,5916,A1,,,,,,20465
717,turn,W,n,tɜːn,5916,A1,,,,,,20465
718,turn,W,v,tɜːn,5916,A1,,,,,,20465
719,umbrella,W,n,ʌmˈbrɛlə,5916,A1,,,,,,20465
720,uncle,W,n,ˈʌŋkl,5916,A1,,,,,,20465
721,vacation,W,n,vəˈkeɪʃən,5916,A1,,,,,,20465
722,vegetable,W,n,ˈvɛʤtəb(ə)l,5916,A1,,,,,,20465
723,video,W,n,ˈvɪdɪəʊ,5916,A1,,,,,,20465
724,village,W,n,ˈvɪlɪʤ,5916,A1,,,,,,20465
725,visit,W,n,ˈvɪzɪt,5916,A1,,,,,,20465
726,visit,W,v,ˈvɪzɪt,5916,A1,,,,,,20465
727,visitor,W,n,ˈvɪzɪtə,5916,A1,,,,,,20465
728,wait,W,v,weɪt,5916,A1,,,,,,20465
729,waiter,W,n,ˈweɪtə,5916,A1,,,,,,20465
730,wake,W,v,weɪk,5916,A1,,,,,,20465
731,walk,W,n,wɔːk,5916,A1,,,,,,20465
732,walk,W,v,wɔːk,5916,A1,,,,,,20465
733,wall,W,n,wɔːl,5916,A1,,,,,,20465
734,want,W,v,wɒnt,5916,A1,,,,,,20465
735,warm,W,adj,wɔːm,5916,A1,,,,,,20465
736,wash,W,v,wɒʃ,5916,A1,,,,,,20465
737,watch,W,n,wɒʧ,5916,A1,,,,,,20465
738,watch,W,v,wɒʧ,5916,A1,,,,,,20465
739,water,W,n,ˈwɔːtə,5916,A1,,,,,,20465
740,wear,W,v,weə,5916,A1,,,,,,20465
741,weather,W,n,ˈwɛðə,5916,A1,,,,,,20465
742,week,W,n,wiːk,5916,A1,,,,,,20465
743,weekend,W,n,ˈwiːkˈɛnd,5916,A1,,,,,,20465
744,welcome,W,adj,ˈwɛlkəm,5916,A1,,,,,,20465
745,welcome,W,v,ˈwɛlkəm,5916,A1,,,,,,20465
746,west,W,n,wɛst,5916,A1,,,,,,20465
747,white,W,adj,waɪt,5916,A1,,,,,,20465
748,white,W,n,waɪt,5916,A1,,,,,,20465
749,wife,W,n,waɪf,5916,A1,,,,,,20465
750,win,W,v,wɪn,5916,A1,,,,,,20465
751,window,W,n,ˈwɪndəʊ,5916,A1,,,,,,20465
752,wine,W,n,waɪn,5916,A1,,,,,,20465
753,winter,W,n,ˈwɪntə,5916,A1,,,,,,20465
754,woman,W,n,ˈwʊmən,5916,A1,,,,,,20465
755,wonderful,W,adj,ˈwʌndəfʊl,5916,A1,,,,,,20465
756,work,W,n,wɜːk,5916,A1,,,,,,20465
757,work,W,v,wɜːk,5916,A1,,,,,,20465
758,worker,W,n,ˈwɜːkə,5916,A1,,,,,,20465
759,writer,W,n,ˈraɪtə,5916,A1,,,,,,20465
760,writing,W,n,ˈraɪtɪŋ,5916,A1,,,,,,20465
761,wrong,W,adj,rɒŋ,5916,A1,,,,,,20465
762,yellow,W,adj,ˈjɛləʊ,5916,A1,,,,,,20465
763,yellow,W,n,ˈjɛləʊ,5916,A1,,,,,,20465
764,young,W,adj,jʌŋ,5916,A1,,,,,,20465
765,a,W,indefinitearticle,eɪ,5916,A1,,,,,,
766,about,W,adv,əˈbaʊt,5916,A1,,,,,,
767,about,W,prep,əˈbaʊt,5916,A1,,,,,,
768,above,W,prep,əˈbʌv,5916,A1,,,,,,
769,across,W,adv,əˈkrɒs,5916,A1,,,,,,
770,across,W,prep,əˈkrɒs,5916,A1,,,,,,
771,after,W,prep,ˈɑːftə,5916,A1,,,,,,
772,ago,W,adv,əˈgəʊ,5916,A1,,,,,,
773,all,W,det,ɔːl,5916,A1,,,,,,
774,all,W,pron,ɔːl,5916,A1,,,,,,
775,always,W,adv,ˈɔːlweɪz,5916,A1,,,,,,
776,and,W,conj,ænd,5916,A1,,,,,,
777,another,W,det,əˈnʌðə,5916,A1,,,,,,
778,another,W,pron,əˈnʌðə,5916,A1,,,,,,
779,any,W,det,ˈɛni,5916,A1,,,,,,
780,any,W,pron,ˈɛni,5916,A1,,,,,,
781,anyone,W,pron,ˈɛnɪwʌn,5916,A1,,,,,,
782,anything,W,pron,ˈɛnɪθɪŋ,5916,A1,,,,,,
783,April,W,n,ˈeɪprəl,5916,A1,,,,,,
784,around,W,adv,əˈraʊnd,5916,A1,,,,,,
785,around,W,prep,əˈraʊnd,5916,A1,,,,,,
786,as,W,prep,æz,5916,A1,,,,,,
787,at,W,prep,æt,5916,A1,,,,,,
788,August,W,n,ˈɔːgəst,5916,A1,,,,,,
789,away,W,adv,əˈweɪ,5916,A1,,,,,,
790,back,W,adv,bæk,5916,A1,,,,,,
791,be,W,auxiliary,biː,5916,A1,,,,,,
792,be,W,v,biː,5916,A1,,,,,,
793,before,W,prep,bɪˈfɔː,5916,A1,,,,,,
794,behind,W,adv,bɪˈhaɪnd,5916,A1,,,,,,
795,behind,W,prep,bɪˈhaɪnd,5916,A1,,,,,,
796,both,W,det,bəʊθ,5916,A1,,,,,,
797,both,W,pron,bəʊθ,5916,A1,,,,,,
798,but,W,conj,bʌt,5916,A1,,,,,,
799,by,W,prep,baɪ,5916,A1,,,,,,
800,bye,W,exclam,baɪ,5916,A1,,,,,,
801,cannot,W,modal,ˈkænɒt,5916,A1,,,,,,
802,cannot,W,v,ˈkænɒt,5916,A1,,,,,,
803,CD,W,n,siː-diː,5916,A1,,,,,,
804,cent,W,n,sɛnt,5916,A1,,,,,,
805,colour,W,n,ˈkʌlə,5916,A1,,,,,,
806,could,W,modal,kʊd,5916,A1,,,,,,
807,December,W,n,dɪˈsɛmbə,5916,A1,,,,,,
808,do,W,auxiliary,duː / dəʊ,5916,A1,,,,,,
809,do,W,v,duː / dəʊ,5916,A1,,,,,,
810,dollar,W,n,ˈdɒlə,5916,A1,,,,,,
811,down,W,adv,daʊn,5916,A1,,,,,,
812,down,W,prep,daʊn,5916,A1,,,,,,
813,downstairs,W,adv,ˌdaʊnˈsteəz,5916,A1,,,,,,
814,DVD,W,n,diː-viː-diː,5916,A1,,,,,,
815,each,W,adv,iːʧ,5916,A1,,,,,,
816,each,W,det,iːʧ,5916,A1,,,,,,
817,each,W,pron,iːʧ,5916,A1,,,,,,
818,early,W,adv,ˈɜːli,5916,A1,,,,,,
819,east,W,adj,iːst,5916,A1,,,,,,
820,east,W,adv,iːst,5916,A1,,,,,,
821,eight,W,number,eɪt,5916,A1,,,,,,
822,eighteen,W,number,ˌeɪˈtiːn,5916,A1,,,,,,
823,eighty,W,number,ˈeɪti,5916,A1,,,,,,
824,eleven,W,number,ɪˈlɛvn,5916,A1,,,,,,
825,else,W,adv,ɛls,5916,A1,,,,,,
826,email,W,n,ˈiːmeɪl,5916,A1,,,,,,
827,email,W,v,ˈiːmeɪl,5916,A1,,,,,,
828,enough,W,adv,ɪˈnʌf,5916,A1,,,,,,
829,enough,W,det,ɪˈnʌf,5916,A1,,,,,,
830,enough,W,pron,ɪˈnʌf,5916,A1,,,,,,
831,even,W,adv,ˈiːvən,5916,A1,,,,,,
832,ever,W,adv,ˈɛvə,5916,A1,,,,,,
833,every,W,det,ˈɛvri,5916,A1,,,,,,
834,everybody,W,pron,ˈɛvrɪbɒdi,5916,A1,,,,,,
835,everyone,W,pron,ˈɛvrɪwʌn,5916,A1,,,,,,
836,everything,W,pron,ˈɛvrɪθɪŋ,5916,A1,,,,,,
837,family,W,adj,ˈfæmɪli,5916,A1,,,,,,
838,far,W,adv,fɑː,5916,A1,,,,,,
839,fast,W,adv,fɑːst,5916,A1,,,,,,
840,February,W,n,ˈfɛbrʊəri,5916,A1,,,,,,
841,few,W,adj,fjuː,5916,A1,,,,,,
842,few,W,det,fjuː,5916,A1,,,,,,
843,few,W,pron,fjuː,5916,A1,,,,,,
844,fifteen,W,number,ˈfɪfˈtiːn,5916,A1,,,,,,
845,fifth,W,number,fɪfθ,5916,A1,,,,,,
846,fifty,W,number,ˈfɪfti,5916,A1,,,,,,
847,first,W,adv,fɜːst,5916,A1,,,,,,
848,first,W,det,fɜːst,5916,A1,,,,,,
849,first,W,n,fɜːst,5916,A1,,,,,,
850,first,W,umber,fɜːst,5916,A1,,,,,,
851,five,W,number,faɪv,5916,A1,,,,,,
852,flat,W,n,flæt,5916,A1,,,,,,
853,for,W,prep,fɔː,5916,A1,,,,,,
854,forty,W,number,ˈfɔːti,5916,A1,,,,,,
855,four,W,number,fɔː,5916,A1,,,,,,
856,fourteen,W,number,ˈfɔːˈtiːn,5916,A1,,,,,,
857,fourth,W,number,fɔːθ,5916,A1,,,,,,
858,Friday,W,n,ˈfraɪdeɪ,5916,A1,,,,,,
859,from,W,prep,frɒm,5916,A1,,,,,,
860,get,W,v,gɛt,5916,A1,,,,,,
861,go,W,v,gəʊ,5916,A1,,,,,,
862,goodbye,W,exclam,gʊdˈbaɪ / ˈgʊdˈbaɪ,5916,A1,,,,,,
863,goodbye,W,n,gʊdˈbaɪ / ˈgʊdˈbaɪ,5916,A1,,,,,,
864,grey,W,adj,greɪ,5916,A1,,,,,,
865,grey,W,n,greɪ,5916,A1,,,,,,
866,half,W,det,hɑːf,5916,A1,,,,,,
867,half,W,pron,hɑːf,5916,A1,,,,,,
868,hard,W,adv,hɑːd,5916,A1,,,,,,
869,have,W,v,hæv,5916,A1,,,,,,
870,have to,W,modal,hæv tuː,5916,A1,,,,,,
871,have to,W,v,hæv tuː,5916,A1,,,,,,
872,he,W,pron,hiː,5916,A1,,,,,,
873,hello,W,exclam,hɛˈləʊ,5916,A1,,,,,,
874,her,W,det,hɜː,5916,A1,,,,,,
875,her,W,pron,hɜː,5916,A1,,,,,,
876,hey,W,exclam,heɪ,5916,A1,,,,,,
877,hi,W,exclam,haɪ,5916,A1,,,,,,
878,him,W,pron,hɪm,5916,A1,,,,,,
